iter	RMSE
368	4.203104497
369	4.197551145
370	4.194384646
371	4.192785645
372	4.188459992
373	4.183876382
374	4.180350391
375	4.178924572
376	4.176627018
377	4.171346523
378	4.167504211
379	4.164423546
380	4.16104758
381	4.158200992
382	4.158044498
383	4.156266444
384	4.153187176
385	4.151041455
386	4.150840818
387	4.147333255
388	4.144202877
389	4.139100221
390	4.136091704
391	4.13320625
392	4.128206106
393	4.125939612
394	4.122401966
395	4.118811125
396	4.117469354
397	4.11385633
398	4.107239725
399	4.101380082
400	4.098585648
401	4.097619448
402	4.095206813
403	4.093928498
404	4.090684476
405	4.088022796
406	4.084596724
407	4.08119143
408	4.07897419
409	4.076118119
410	4.073625189
411	4.069866779
412	4.0692435
413	4.068857596
414	4.064616986
415	4.063556707
416	4.059623045
417	4.0526979
418	4.051559926
419	4.049556767
420	4.046259454
421	4.041186886
422	4.03906258
423	4.037404045
424	4.037192835
425	4.035462352
426	4.034878851
427	4.032299281
428	4.02869537
429	4.02580986
430	4.021415824
431	4.020051041
432	4.015053271
433	4.014504816
434	4.012551251
435	4.010459103
436	4.010282623
437	4.008421475
438	4.00625248
439	4.005044639
440	3.999730238
441	3.995227204
442	3.994974657
443	3.991518555
444	3.987052853
445	3.982828816
446	3.979831418
447	3.974297155
448	3.971035141
449	3.970900215
450	3.970792624
451	3.965765104
452	3.961504502
453	3.959430403
454	3.956882113
455	3.954473809
456	3.953386911
457	3.951325391
458	3.949925647
459	3.948912236
460	3.945745408
461	3.940112061
462	3.937044814
463	3.934128539
464	3.930964874
465	3.930026697
466	3.92851716
467	3.928209984
468	3.92663027
469	3.921223928
470	3.917273687
471	3.914466998
472	3.913443949
473	3.911219494
474	3.907614013
475	3.904116406
476	3.903601023
477	3.901816455
478	3.898382626
479	3.896672662
480	3.893470889
481	3.891272371
482	3.890618992
483	3.888559687
484	3.886439033
485	3.883742276
486	3.879103056
487	3.877179031
488	3.876815183
489	3.875158649
490	3.872444654
491	3.870441255
492	3.868863207
493	3.868018455
494	3.866617449
495	3.865626052
496	3.861459373
497	3.860648036
498	3.857712894
499	3.857301144
500	3.854371127
501	3.851299726
502	3.851016405
503	3.849544631
504	3.847495167
505	3.845776132
506	3.844134175
507	3.841121989
508	3.837403434
509	3.831613819
510	3.830139214
511	3.828317431
512	3.825348973
513	3.824419774
514	3.821052514
515	3.818094824
516	3.816218917
517	3.814403022
518	3.813321031
519	3.812011431
520	3.808402819
521	3.808087899
522	3.804997659
523	3.80477397
524	3.801874482
525	3.799553206
526	3.799363148
527	3.796206243
528	3.794989133
529	3.793496066
530	3.790639362
531	3.787457644
532	3.785135312
533	3.781067482
534	3.777323741
535	3.772740564
536	3.772629473
537	3.767824397
538	3.76721649
539	3.766447258
540	3.765621767
541	3.763031599
542	3.759570695
543	3.757098832
544	3.752314183
545	3.750567068
546	3.746844662
547	3.743820558
548	3.742327307
549	3.739476846
550	3.738372161
551	3.736713357
552	3.733000042
553	3.729411635
554	3.726705321
555	3.725226932
556	3.722574302
557	3.717222417
558	3.714125843
559	3.711983493
560	3.709126946
561	3.705532143
562	3.704225261
563	3.701083391
564	3.700097095
565	3.698323283
566	3.69777018
567	3.694023643
568	3.691373364
569	3.689357178
570	3.684980186
571	3.683553011
572	3.681887558
573	3.676573274
574	3.675970345
575	3.675774692
576	3.673171936
577	3.671062451
578	3.668866953
579	3.667064514
580	3.666407859
581	3.661303337
582	3.660419944
583	3.657904304
584	3.655651571
585	3.651353503
586	3.650529913
587	3.647811101
588	3.646049685
589	3.643681313
590	3.642262789
591	3.638790083
592	3.634495544
593	3.632933186
594	3.630836311
595	3.627145542
596	3.623986209
597	3.622510519
598	3.620482871
599	3.618587632
600	3.61679621
601	3.615399231
602	3.612992103
603	3.610334147
604	3.607377682
605	3.604997249
606	3.601887924
607	3.601096925
608	3.598091995
609	3.596873129
610	3.595663671
611	3.592812798
612	3.591492296
613	3.59037062
614	3.589796712
615	3.587522256
616	3.585887936
617	3.585088447
618	3.582342187
619	3.581620509
620	3.580269583
621	3.579881901
622	3.579717008
623	3.57828172
624	3.577498935
625	3.57322665
626	3.572094496
627	3.570549334
628	3.568457744
629	3.567999846
630	3.563954926
631	3.562806036
632	3.562178466
633	3.557282168
634	3.555803797
635	3.554510307
636	3.553359279
637	3.55280843
638	3.550584372
639	3.545949248
640	3.542564344
641	3.541946863
642	3.54013091
643	3.537626055
644	3.535046867
645	3.529287864
646	3.527075692
647	3.5228639
648	3.521126543
649	3.520173982
650	3.519117798
651	3.517973637
652	3.516887086
653	3.515557617
654	3.514835444
655	3.512351731
656	3.512263591
657	3.510893465
658	3.509227704
659	3.508003933
660	3.507309747
661	3.503984534
662	3.502293225
663	3.499151228
664	3.496602902
665	3.495995368
666	3.495645205
667	3.494626217
668	3.492943217
669	3.491571898
670	3.490102533
671	3.487004283
672	3.484268991
673	3.482332105
674	3.482166683
675	3.481206379
676	3.476121744
677	3.474948804
678	3.472778076
679	3.472089738
680	3.468394539
681	3.465116308
682	3.462151681
683	3.461064855
684	3.456837237
685	3.455432088
686	3.454660208
687	3.452327307
688	3.449687928
689	3.444350557
690	3.442705212
691	3.440897016
692	3.437836226
693	3.437488384
694	3.436852097
695	3.434719477
696	3.433361895
697	3.429725639
698	3.428615199
699	3.42722475
700	3.424634041
701	3.423037417
702	3.421746917
703	3.420156196
704	3.418713909
705	3.417569463
706	3.413932475
707	3.411362515
708	3.408419896
709	3.407171003
710	3.402497476
711	3.401444301
712	3.400826141
713	3.400468115
714	3.398071534
715	3.396652514
716	3.396110825
717	3.393333404
718	3.392386375
719	3.389482194
720	3.388243338
721	3.386895723
722	3.383030045
723	3.37840724
724	3.378004902
725	3.376801353
726	3.376644458
727	3.374903256
728	3.373203437
729	3.370892264
730	3.36957893
731	3.36784486
732	3.365791892
733	3.363478293
734	3.362095172
735	3.359938816
736	3.358097155
737	3.357275981
738	3.355923477
739	3.353297531
740	3.352031977
741	3.348824479
742	3.348474358
743	3.346492356
744	3.345366176
745	3.34215791
746	3.340319037
747	3.338168337
748	3.336821493
749	3.33641287
750	3.33395385
751	3.332973259
752	3.329495786
753	3.328243558
754	3.325897192
755	3.323770743
756	3.322795316
757	3.321606121
758	3.321346521
759	3.318919753
760	3.315864375
761	3.315610031
762	3.314513541
763	3.312620427
764	3.312241666
765	3.310143216
766	3.309811901
767	3.30716644
768	3.30485619
769	3.303699292
770	3.301748958
771	3.300682481
772	3.297901347
773	3.29433607
774	3.292410853
775	3.292136212
776	3.290436891
777	3.287641628
778	3.287351282
779	3.28524078
780	3.284510868
781	3.282965699
782	3.28218828
783	3.281495486
784	3.28090211
785	3.279989546
786	3.277640537
787	3.276955848
788	3.27545313
789	3.274538082
790	3.272035326
791	3.271040288
792	3.26957597
793	3.267435519
794	3.264927888
795	3.26247373
796	3.261549665
797	3.259295875
798	3.257218939
799	3.255861138
800	3.255585547
801	3.254491708
802	3.253718843
803	3.252754208
804	3.249235746
805	3.248618607
806	3.247050845
807	3.245392427
808	3.24409922
809	3.243864348
810	3.242609988
811	3.242502201
812	3.239104053
813	3.23694915
814	3.236665453
815	3.236081863
816	3.234201194
817	3.234143265
818	3.232421496
819	3.231690509
820	3.228628357
821	3.226925304
822	3.225720984
823	3.222268266
824	3.221779001
825	3.219133437
826	3.21849709
827	3.217668722
828	3.216961953
829	3.215203777
830	3.214338074
831	3.211371311
832	3.210202407
833	3.207992524
834	3.206299687
835	3.204365349
836	3.201850839
837	3.199168678
838	3.196998469
839	3.194856469
840	3.193640695
841	3.193031913
842	3.19148283
843	3.189970289
844	3.189141743
845	3.185141912
846	3.183646457
847	3.182187979
848	3.181655668
849	3.180478824
850	3.179575752
851	3.176725099
852	3.174640611
853	3.172162034
854	3.170155442
855	3.168966118
856	3.168225876
857	3.166636458
858	3.166237947
859	3.165122212
860	3.163713005
861	3.161900006
862	3.160756657
863	3.157462556
864	3.156812975
865	3.156744647
866	3.15475664
867	3.153603467
868	3.152301957
869	3.152213194
870	3.151028979
871	3.15068442
872	3.149424838
873	3.148762504
874	3.148452448
875	3.146010395
876	3.142902612
877	3.142067198
878	3.141002807
879	3.139282676
880	3.138107196
881	3.135800832
882	3.133393133
883	3.133161264
884	3.130681496
885	3.128997219
886	3.12460349
887	3.122503025
888	3.119523162
889	3.116652654
890	3.114734084
891	3.113442042
892	3.110606032
893	3.10895884
894	3.107341522
895	3.106711521
896	3.105479904
897	3.103921431
898	3.102036939
899	3.09970787
900	3.098434064
901	3.095436374
902	3.094819688
903	3.090852575
904	3.089757647
905	3.089639741
906	3.089036215
907	3.086885956
908	3.086662797
909	3.084698127
910	3.083910825
911	3.08284585
912	3.077585841
913	3.073193768
914	3.071161681
915	3.070814891
916	3.067438419
917	3.066141155
918	3.064550082
919	3.062963302
920	3.059407827
921	3.058781442
922	3.057740543
923	3.056224326
924	3.055994168
925	3.055060652
926	3.05403002
927	3.053539731
928	3.052155637
929	3.051299817
930	3.05042444
931	3.049304814
932	3.046273398
933	3.045138981
934	3.040912013
935	3.038297076
936	3.03479535
937	3.03244006
938	3.031612735
939	3.03139464
940	3.029981574
941	3.029507794
942	3.028876959
943	3.026886591
944	3.024897631
945	3.024352129
946	3.023203551
947	3.022403287
948	3.021185884
949	3.019569252
950	3.018916864
951	3.015981611
952	3.015520846
953	3.01268208
954	3.011945173
955	3.010622922
956	3.010145678
957	3.00939149
958	3.008469424
959	3.004583184
960	3.004375107
961	3.003248969
962	2.999179036
963	2.998534495
964	2.998038283
965	2.997794928
966	2.996986779
967	2.995472222
968	2.993663666
969	2.993277284
970	2.991317669
971	2.990509602
972	2.989374253
973	2.988874509
974	2.988061169
975	2.984680029
976	2.984160769
977	2.983445189
978	2.982765858
979	2.982624813
980	2.982457492
981	2.981587558
982	2.979446564
983	2.97766645
984	2.974691979
985	2.973336332
986	2.970789784
987	2.970488601
988	2.967477988
989	2.966186247
990	2.965563972
991	2.965025119
992	2.962146646
993	2.961389513
994	2.96082643
995	2.957695125
996	2.956918325
997	2.955989268
998	2.954248808
999	2.953228567
